Fields Foods,1500 Lafayette Ave,Saint Louis,63104,MO,Grocery,38.61319497,-90.20797178
Straub's,302 N Kingshighway Blvd,Saint Louis,63108,MO,Grocery,38.64568,-90.26403
City Greens Market,4260 Manchester Ave,Saint Louis,63110,MO,Grocery,38.626789,-90.256337
DiGregorio's Market,5200 Daggett Ave,Saint Louis,63110,MO,Grocery,38.61661,-90.27291
Local Harvest Grocery,3108 Morgan Ford Rd,Saint Louis,63116,MO,Grocery,38.604148,-90.261073
Washington Avenue Post,1315 Washington Ave,Saint Louis,63103,MO,Grocery,38.63240685,-90.19891866
Shapiro's Market,111 N Newstead Ave,Saint Louis,63108,MO,Grocery,38.6405726,-90.2548064
Gustine Market,3150 Gustine Ave,Saint Louis,63116,MO,Grocery,38.60199738,-90.24953461
Ruler Foods,2700 S Grand Blvd,Saint Louis,63118,MO,Grocery,38.60709211,-90.24049381
Shaw Market,4200 Shaw Ave,Saint Louis,63110,MO,Grocery,38.6181,-90.2739299
Aldi,3721 S Grand Ave,Saint Louis,63116,MO,Grocery,38.58935145,-90.2443667
Jay International Food Co,3172 S Grand Blvd,Saint Louis,63118,MO,Grocery,38.60025,-90.24227
Whole Foods Market,4577 W Pine Blvd,St. Louis,63108,MO,Grocery,38.64180437,-90.26137764
Aldi's,702 N Kingshighway,Saint Louis,63108,MO,Grocery,38.65212668,-90.26270463
Vincent's 12th Street Market,2400 S 12th St,Saint Louis,63104,MO,Grocery,38.60391,-90.21117
Aldi,6601 Gravois,Saint Louis,63116,MO,Grocery,38.57284546,-90.28283691
Volpi Foods,5256 Daggett Ave,Saint Louis,63110,MO,Grocery,38.616679,-90.27466
El Capral Mexican Grocery,2817 Cherokee St,Saint Louis,63118,MO,Grocery,38.59417,-90.2306399
Universal Food Market,4330 S Broadway,Saint Louis,63111,MO,Grocery,38.5766411,-90.2318192
Soulard Farmers Market,730 Carroll St,Saint Louis,63104,MO,Grocery,38.61055885,-90.20020107
